,sold_price,longitude,latitude,lot_acres,taxes,year_built,bedrooms,bathrooms,garage,fireplaces,sqrt_ft,kitchen_features,floor_covering,HOA,zipcode
0,5300000.0,-110.3782,31.356362,2154.0,5272.0,1941,13,10.0,0.0,6.0,10500.0,"Dishwasher, Freezer, Refrigerator, Oven","Mexican Tile, Wood",0.0,85637
1,4200000.0,-111.045371,31.594213,1707.0,10422.36,1997,2,2.0,0.0,5.0,7300.0,"Dishwasher, Garbage Disposal","Natural Stone, Other",0.0,85646
3,4500000.0,-111.035925,31.645878,636.67,8418.58,1930,7,5.0,4.0,4.0,9019.0,"Dishwasher, Double Sink, Pantry: Butler, Refrigerator","Ceramic Tile, Laminate, Wood",-1.0,85646
4,3411450.0,-110.813768,32.285162,3.21,15393.0,1995,4,6.0,3.0,5.0,6396.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Concrete",55.0,85750
5,3250000.0,-110.910593,32.33909,1.67,27802.84,1999,3,4.0,3.0,5.0,6842.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Natural Stone, Wood, Other",422.0,85718
6,2400000.0,-110.883315,32.261069,2.1,19038.42,2001,9,8.0,4.0,6.0,12025.0,"Dishwasher, Garbage Disposal, Oven","Carpet, Natural Stone, Wood, Other",0.0,85712
7,2500000.0,-110.861002,32.331603,1.07,21646.0,2011,6,8.0,4.0,5.0,8921.0,"Compactor, Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone, Wood",220.0,85750
8,3700000.0,-110.912156,32.343601,6.73,25094.39,2002,5,7.0,3.0,1.0,5238.0,"Compactor, Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone, Wood, Other",421.0,85718
9,3250000.0,-110.83795,32.327575,3.53,18936.11,2007,5,6.0,3.0,2.0,6480.0,"Dishwasher, Double Sink, Electric Range, Freezer, Garbage Disposal, Island, Pantry: Butler, Refrigerator, Appliance Color: Stainless, Countertops: CORIAN, Microwave: Built In, Oven: Built In","Carpet, Concrete",141.67,85750
10,2776518.0,-111.045441,31.562121,147.18,7330.36,1935,5,5.0,5.0,5.0,5067.0,"Freezer, Refrigerator, Appliance Color: Stainless, Countertops: wood and granite, Oven: 2 ovens-Main 1-GH","Concrete, Natural Stone, Wood",-1.0,85640
11,2050000.0,-110.918294,32.341609,1.65,24353.0,2009,5,6.0,3.0,4.0,7230.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone, Wood",357.0,85718
12,2100000.0,-110.736202,31.721347,29.6,11723.0,1995,6,7.0,3.0,4.0,6454.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Mexican Tile, Natural Stone, Wood",0.0,85637
13,2200000.0,-111.049837,32.483063,1.82,5198.58,2015,4,6.0,3.0,3.0,5826.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",Natural Stone,148.0,85658
14,3000000.0,-110.883068,32.508778,0.0,29669.0,2008,3,3.0,0.0,3.0,3095.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Natural Stone, Wood",-1.0,85739
15,2600000.0,-110.883252,32.507699,0.0,18044.0,2008,3,3.0,0.0,3.0,3095.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","Natural Stone, Wood",0.0,85739
16,3000000.0,-110.843588,32.327533,3.1,24040.26,2002,3,6.0,3.0,3.0,7756.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Prep Sink, Refrigerator, Appliance Color: Black, Countertops: Granite","Carpet, Natural Stone",142.0,85750
17,2500000.0,-110.942458,32.350702,1.25,19565.2,2010,4,5.0,4.0,5.0,5338.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",173.0,85718
18,2600000.0,-110.883239,32.50904,0.0,17567.18,2008,3,3.0,0.0,3.0,3095.0,"Dishwasher, Refrigerator, Microwave, Oven","Natural Stone, Wood",0.0,85739
19,2800000.0,-110.837572,32.328412,93.0,22320.0,1983,4,5.0,3.0,1.0,6050.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Concrete, Natural Stone, Wood",167.0,85750
20,2600000.0,-110.883065,32.508778,0.0,8753.35,2008,3,3.0,0.0,3.0,3095.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Natural Stone, Wood",0.0,85739
21,2000000.0,-110.848679,32.321134,0.64,11322.0,2001,5,6.0,3.0,5.0,7471.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone, Wood, Other",123.0,85750
22,2400000.0,-110.918097,32.337925,3.42,22655.99,2005,4,7.0,4.0,3.0,6356.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone, Wood",421.0,85718
23,1950000.0,-110.933703,32.304249,13.16,16354.0,1936,7,8.0,2.0,7.0,5645.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven","Carpet, Concrete, Mexican Tile",0.0,85718
24,2400000.0,-110.809735,32.280309,0.64,13519.82,1998,3,4.0,3.0,3.0,4651.0,"Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: Marble","Carpet, Ceramic Tile, Natural Stone",300.0,85750
25,2550000.0,-110.922044,32.290263,2.84,22070.48,2004,5,8.0,4.0,6.0,8110.0,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Prep Sink, Refrigerator, Countertops: granite","Carpet, Concrete, Natural Stone, Wood",194.0,85718
26,2600000.0,-110.883055,32.508861,0.15,30072.26,2008,3,3.0,0.0,3.0,3095.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Refrigerator, Appliance Color: Stainless, Countertops: Concrete, Microwave: Drawer","Natural Stone, Wood",-1.0,85739
27,2350000.0,-111.039845,32.451596,13.0,31275.0,2007,3,5.0,3.0,6.0,5391.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Prep Sink, Refrigerator, Appliance Color: Stainless, Microwave: Built In, Oven: Double Wall",Concrete,342.0,85658
28,2175000.0,-110.910663,32.338282,1.27,21795.32,1997,5,6.0,3.0,2.0,7132.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave","Carpet, Natural Stone",422.0,85718
29,2500000.0,-110.095713,32.057222,1048.18,2441.6,1985,2,2.0,0.0,1.0,2895.0,"Refrigerator, Oven","Carpet, Mexican Tile, Other",0.0,85609
30,2350000.0,-110.858327,32.331597,1.55,5931.0,2018,6,6.0,4.0,3.0,6083.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Stainless",Natural Stone,240.0,85750
31,2100000.0,-110.913573,32.337226,1.01,5785.0,2019,4,5.0,3.0,3.0,5767.0,"Desk, Dishwasher, Double Sink, Freezer, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite & Quartz, Microwave: Stainless, Oven: Stainless","Carpet, Other: Porcelain",437.0,85718
32,1900000.0,-110.84391,32.32846,1.16,16714.0,2002,4,4.0,3.0,2.0,5333.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",112.0,85750
33,2050000.0,-110.945806,32.353228,3.22,26856.69,2010,4,6.0,5.0,4.0,6226.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Other",199.0,85718
34,2150000.0,-110.915749,32.338765,1.91,20960.92,2000,4,6.0,3.0,3.0,6224.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Other",357.0,85718
35,2495000.0,-110.740635,31.720431,131.0,1220.32,0,13,15.0,0.0,4.0,13000.0,"Compactor, Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile, Mexican Tile",0.0,85637
36,2000000.0,-110.937229,32.300525,3.72,16276.0,1935,7,6.0,3.0,1.0,7569.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Concrete, Natural Stone, Wood",0.0,85718
37,2200000.0,-110.843873,32.328339,2.2,20084.0,2002,4,4.0,3.0,2.0,5333.0,"Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Lazy Susan, Refrigerator, Appliance Color: Stainless, Countertops: Granite","Carpet, Natural Stone",178.0,85750
38,2200000.0,-111.043773,31.562102,147.18,3902.0,1935,5,5.0,5.0,4.0,4317.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave","Ceramic Tile, Mexican Tile",0.0,85640
39,2200000.0,-111.04463,31.562185,147.18,3902.44,1935,5,4.5,5.0,4.0,4963.0,"Dishwasher, Freezer, Garbage Disposal, Pantry: Walk-In, Refrigerator","Carpet, Mexican Tile",-1.0,85640
40,2224506.0,-111.096767,32.467444,0.77,1286.59,2012,3,4.0,3.0,2.0,4724.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone, Wood",550.0,85658
41,2152700.0,-110.885186,32.327916,1.55,16052.89,2009,5,7.0,3.0,4.0,6755.0,"Dishwasher, Double Sink, Gas Range, Indoor Grill, Pantry: Butler, Prep Sink, Refrigerator, Warming Drawer, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: stainless, Oven: stainless","Carpet, Natural Stone, Wood",258.0,85718
42,1900000.0,-110.931119,32.290474,1.08,26642.7,2008,5,8.0,4.0,0.0,7831.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone, Wood",0.0,85718
43,2110000.0,-110.951287,32.347679,2.66,20530.88,2012,4,7.0,4.0,4.0,7150.0,"Dishwasher, Double Sink, Freezer, Gas Range, Island, Pantry: Walk-In, Refrigerator, Warming Drawer, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Microwave: wolf, Oven: wolf","Carpet, Natural Stone, Vinyl",188.0,85718
44,2331000.0,-110.941781,32.35081,1.26,6656.2,2018,4,6.0,4.0,1.0,5550.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: quartz",Ceramic Tile,169.0,85718
45,2200000.0,-110.969086,32.462364,3.16,26641.26,2002,4,7.0,3.0,5.0,7280.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone, Wood",124.0,85755
46,2296443.0,-111.096171,32.467398,0.91,1896.71,2018,3,4.0,3.0,2.0,4850.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator","Carpet, Natural Stone",550.0,85658
47,2197500.0,-110.860852,32.330665,1.14,7292.0,2016,6,6.0,4.0,3.0,6202.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",220.0,85750
48,1850000.0,-111.03963,32.455202,8.41,22677.81,2008,4,8.0,4.0,6.0,7182.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Refrigerator","Natural Stone, Wood",320.0,85658
49,1800000.0,-111.228462,34.596971,59.3,4509.9,2003,2,3.0,2.0,1.0,1999.0,"Dishwasher, Garbage Disposal, Gas Range, Refrigerator, Microwave: built in","Carpet, Wood, Other: Brick",-1.0,86024
50,1800000.0,-110.84556,32.327714,1.32,20206.0,2002,4,7.0,3.0,4.0,6800.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Wood, Other",142.0,85750
51,1720000.0,-110.842141,32.275319,19.0,14631.69,1954,3,5.0,0.0,5.0,5042.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","Ceramic Tile, Mexican Tile, Wood",0.0,85750
52,1950000.0,-110.992676,32.464204,1.18,21063.0,2002,4,6.0,6.0,3.0,6622.0,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Indoor Grill, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Marble & Granite","Carpet, Natural Stone, Other: Brick Pavers",213.0,85755
53,2150000.0,-110.88366,32.509721,0.0,19060.81,2008,2,3.0,0.0,2.0,2729.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Natural Stone, Wood",-1.0,85739
54,2037500.0,-110.91839,32.343176,3.26,32442.22,2003,3,5.0,4.0,2.0,9630.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",421.0,85718
55,1920000.0,-110.910653,32.338271,1.27,24316.0,1997,5,6.0,3.0,2.0,7132.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",422.0,85718
56,1999500.0,-110.942588,32.349069,1.09,15250.76,2002,4,5.0,4.0,4.0,5795.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",153.0,85718
57,1750000.0,-110.877379,32.331167,1.31,10956.02,1994,4,6.0,3.0,4.0,4907.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",258.0,85718
58,2117552.0,-111.092958,32.472956,0.63,1340.87,2014,3,4.0,2.0,2.0,3276.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",550.0,85658
59,2000000.0,-110.767568,32.301553,3.72,17077.5,2004,5,5.0,5.0,4.0,8265.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Natural Stone, Wood",105.0,85749
60,1995000.0,-110.860305,32.323825,1.15,3292.0,2017,6,6.0,4.0,3.0,6107.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Prep Sink, Refrigerator",Natural Stone,55.0,85750
61,2000000.0,-110.862142,32.264695,103.0,7069.16,1967,3,5.0,3.0,1.0,3969.0,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Butler, Refrigerator, Warming Drawer, Water Purifier, Wet Bar, Countertops: granite, Microwave: yes, Oven: yes",Wood,-1.0,85715
62,1295000.0,-110.683575,31.684722,273.03,8411.94,1995,3,4.0,6.0,1.0,2681.0,Dishwasher,Mexican Tile,-1.0,85637
63,1950000.0,-111.063603,32.45318,3.57,14425.8,2013,2,3.0,3.0,3.0,3140.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Other, Countertops: Ceaserstone, Microwave: Built In Wall, Oven: Built In Wall","Carpet, Ceramic Tile, Natural Stone",148.0,85658
64,1775000.0,-111.095814,32.471097,0.46,14748.57,2008,5,6.0,3.0,5.0,5349.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone, Wood",550.0,85658
65,1600000.0,-110.864694,32.331871,1.04,14202.0,1994,5,8.0,3.0,0.0,6677.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Concrete, Natural Stone, Wood",220.0,85750
66,1995000.0,-110.912989,32.341088,1.88,27781.84,2004,4,6.0,3.0,5.0,6236.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Natural Stone, Wood",422.0,85718
67,1800000.0,-110.883315,32.261069,2.1,23156.58,2001,9,8.0,4.0,6.0,10258.0,"Dishwasher, Garbage Disposal, Oven","Carpet, Natural Stone, Wood, Other",0.0,85712
68,1750000.0,-110.922363,32.312618,1.22,10780.0,2004,5,5.0,4.0,4.0,5338.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",Natural Stone,159.0,85718
69,1897000.0,-110.84556,32.327725,1.32,21910.0,2002,4,7.0,3.0,4.0,6800.0,"Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Countertops: Granite, Oven: Oven","Carpet, Wood, Other: Flagstone",142.0,85750
70,1800000.0,-110.908631,32.299399,1.42,4127.07,2018,5,6.0,4.0,3.0,5634.0,"Dishwasher, Double Sink, Garbage Disposal, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: granite","Carpet, Natural Stone",193.0,85718
71,1950000.0,-110.856406,32.255235,1.97,10191.82,2013,4,6.0,4.0,4.0,5097.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: slate/honed Granite, Microwave: Thermador, Oven: Thermador","Ceramic Tile, Concrete, Wood, Other: Marble-Master Bath",69.0,85715
72,1800000.0,-110.930531,32.292393,5.28,12074.17,1943,5,4.0,2.0,3.0,5324.0,"Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Countertops: GRANITE",Concrete,-1.0,85718
73,1950000.0,-110.915343,32.288005,1.57,3767.38,2019,4,6.0,3.0,2.0,4714.0,"Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Quartz, Microwave: Stainless, Oven: Stainless",Concrete,208.0,85718
74,1500000.0,-111.036573,32.45575,4.15,23880.63,2009,3,4.0,3.0,3.0,5440.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Butler, Prep Sink, Refrigerator, Warming Drawer, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Microwave: Viking, Oven: Gas",Ceramic Tile,342.0,85658
75,1795000.0,-110.913897,32.33625,0.86,12529.0,2005,5,5.0,3.0,2.0,6299.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",50.0,85718
76,1700000.0,-110.760047,32.238923,18.17,8602.57,1953,4,4.0,0.0,2.0,2385.0,Electric Range,"Ceramic Tile, Concrete",-1.0,85749
77,1751330.0,-110.943375,32.348627,1.16,21083.04,2009,5,6.0,3.0,4.0,7756.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",169.0,85718
78,1775000.0,-110.951287,32.347679,2.66,25315.81,2012,4,7.0,4.0,4.0,7150.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",168.0,85718
79,1900000.0,-110.858992,32.332548,1.3,11690.67,2006,4,5.0,3.0,4.0,5843.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Concrete",191.0,85750
80,1912500.0,-110.920123,32.28567,2.22,16702.0,2008,5,8.0,3.0,4.0,6602.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Natural Stone, Wood",194.0,85718
81,1890000.0,-110.859528,32.262883,1.17,8437.36,1968,4,5.0,3.0,2.0,4801.0,"Dishwasher, Refrigerator, Microwave, Oven","Concrete, Wood",79.0,85715
82,1750000.0,-110.875675,32.335414,3.81,15484.0,1982,4,6.0,3.0,4.0,6354.0,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Butler, Refrigerator, Water Purifier, Countertops: granite, Microwave: Wolf, Oven: Wolf","Carpet, Natural Stone",-1.0,85718
83,1860000.0,-110.942071,32.350188,1.09,5943.38,2018,5,5.0,4.0,3.0,5764.0,"Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: Microwave","Carpet, Ceramic Tile, Natural Stone",157.0,85718
84,1825000.0,-110.919685,32.342472,1.02,18578.95,1995,5,7.0,3.0,4.0,7451.0,"Desk, Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Indoor Grill, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Warming Drawer, Countertops: Granite, Oven: Double","Ceramic Tile, Natural Stone, Wood, Other: Marble, Granite",323.0,85718
85,1400000.0,-110.807964,32.282133,0.32,7434.0,1999,3,4.0,2.0,1.0,3058.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Natural Stone, Wood",-1.0,85750
86,1700000.0,-110.924011,32.34114,0.0,17874.58,2005,5,6.0,4.0,3.0,6719.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",Natural Stone,250.0,85718
87,1750000.0,-110.924898,32.310463,1.08,16026.21,2006,5,6.0,4.0,4.0,6264.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",Natural Stone,158.0,85718
88,1909299.0,-111.096949,32.467874,0.46,1609.59,2015,3,4.0,2.0,2.0,3276.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone, Wood",550.0,85658
89,1750000.0,-110.76159,32.302163,3.71,13947.44,2005,4,6.0,3.0,5.0,6239.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Natural Stone, Wood",127.0,85749
90,1658695.0,-110.913585,32.341397,2.18,23203.0,2001,4,7.0,3.0,2.0,7185.0,"Dishwasher, Double Sink, Electric Range, Freezer, Garbage Disposal, Island, Pantry: Walk-In, Refrigerator, Reverse Osmosis","Carpet, Ceramic Tile, Other: Marble",422.0,85718
91,1675000.0,-110.94552,32.350191,1.15,17921.0,2007,4,5.0,4.0,5.0,5813.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone, Wood",169.0,85718
92,1800000.0,-111.063488,32.461205,2.0,1974.0,2016,3,4.0,3.0,2.0,5000.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Other",149.0,85658
93,1960000.0,-110.894648,32.335454,4.2,17435.04,2001,5,8.0,3.0,3.0,7043.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Ceramic Tile, Natural Stone",83.0,85718
94,1600000.0,-111.089977,32.466875,0.65,5121.0,2011,3,4.0,3.0,5.0,3625.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone, Wood",118.0,85658
95,1680000.0,-110.866463,32.331701,1.26,3646.42,2013,5,5.0,4.0,3.0,5432.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",220.0,85750
96,1750000.0,-111.095519,32.471311,0.47,11139.1,2008,4,5.0,3.0,2.0,4724.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",Natural Stone,550.0,85658
97,1937000.0,-111.093751,32.470017,0.58,1989.9,2019,4,5.0,3.0,2.0,3620.0,"Dishwasher, Freezer, Garbage Disposal, Gas Range",Natural Stone,550.0,85658
98,1831392.0,-111.097132,32.468215,0.46,1609.59,2015,3,4.0,2.0,2.0,3276.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",550.0,85658
99,1650000.0,-111.036562,32.455744,4.15,18658.0,2009,3,4.0,3.0,3.0,5440.0,"Dishwasher, Refrigerator, Microwave, Oven",Concrete,250.0,85658
100,2100000.0,-110.885186,32.327907,1.55,15668.99,2009,5,7.0,3.0,4.0,6755.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",258.0,85718
101,1450000.0,-110.738083,31.533643,164.3,0.0,1997,1,1.0,0.0,0.0,3576.0,Missing: All Appliances,Concrete,-1.0,85624
102,1700000.0,-110.846362,32.32963,1.12,17898.0,2002,4,5.0,3.0,3.0,6400.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Concrete, Natural Stone",123.0,85750
103,1625000.0,-110.935902,32.305132,4.01,17309.98,1981,5,6.0,3.0,9.0,6050.0,"Dishwasher, Refrigerator, Microwave","Concrete, Wood",0.0,85718
104,1500000.0,-110.949807,32.344544,1.36,14846.62,2003,4,5.0,4.0,4.0,5276.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone, Wood",158.0,85718
105,1744900.0,-111.059749,32.453961,2.19,16352.08,2008,3,4.0,3.0,4.0,4817.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",142.0,85658
106,1650000.0,-111.044736,32.444906,3.3,13874.6,2008,4,5.0,4.0,4.0,6496.0,"Dishwasher, Freezer, Refrigerator, Microwave, Oven",Concrete,0.0,85658
107,1700000.0,-110.995365,32.473032,1.77,7204.38,2012,4,5.0,3.0,3.0,4321.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",142.0,85755
108,1650000.0,-110.841828,32.319575,1.0,12094.04,2006,4,5.0,3.0,4.0,5600.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone, Wood",0.0,85750
109,1715000.0,-110.864627,32.332365,1.02,15580.64,2003,5,6.0,3.0,1.0,6238.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",Concrete,219.0,85750
110,1700000.0,-111.094521,32.468716,0.85,1795.34,2014,4,5.0,3.0,3.0,4724.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone, Wood",550.0,85658
111,1500000.0,-110.848033,32.320662,1.04,12870.0,1998,4,6.0,3.0,1.0,5838.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Wood, Other",88.0,85750
112,1500000.0,-110.832822,32.324816,0.83,15541.0,2007,3,4.0,4.0,2.0,5112.0,"Compactor, Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","Carpet, Natural Stone",50.0,85750
113,1600000.0,-111.001545,32.469205,1.02,12718.0,2008,3,4.0,2.0,3.0,4411.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",Natural Stone,153.0,85755
114,1550000.0,-111.061767,32.466473,2.06,15981.8,2007,3,4.0,3.0,3.0,3670.0,"Dishwasher, Refrigerator, Microwave, Oven","Carpet, Natural Stone",127.0,85658
115,1695000.0,-110.917749,32.300739,1.11,19110.45,2008,6,6.0,3.0,3.0,7855.0,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Butler, Prep Sink, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Microwave: Stainless, Oven: 2 OVENS","Carpet, Natural Stone, Wood",180.0,85718
116,1645000.0,-110.877434,32.33054,0.97,13214.97,2011,6,5.0,3.0,4.0,5443.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite","Carpet, Natural Stone",259.0,85718
117,1450000.0,-110.838615,32.329529,6.52,12737.71,1993,4,5.0,3.0,2.0,4897.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Natural Stone, Wood",128.0,85750
118,1700000.0,-110.844064,32.329358,0.48,10061.0,1998,3,3.0,3.0,3.0,3871.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven","Carpet, Ceramic Tile",117.0,85750
119,2272554.0,-111.097984,32.472085,2.45,2593.23,2015,3,4.0,2.0,1.0,4724.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","Natural Stone, Wood",550.0,85658
120,1768000.0,-111.093975,32.469749,0.6,1795.34,2016,3,4.0,3.0,2.0,4100.0,"Dishwasher, Freezer, Refrigerator, Microwave, Oven","Carpet, Natural Stone",550.0,85658
121,1865705.0,-111.094305,32.472169,0.61,1989.9,2018,3,4.0,3.0,3.0,3300.0,"Dishwasher, Garbage Disposal, Gas Range, Refrigerator","Carpet, Natural Stone",-1.0,85658
